,Unnamed: 0,Unnamed: 0.1, Job,Date,Jobstatus,Location,Text,Title,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,Reviewclass,polarity,subjectivity,Review Length,Reviewclassif
443,443,2,Finance Manager,2017-07-17,Former Employee,"Auburn Hills, MI","stay away evaluation process is subpar, subjective, unfair advancement is difficult merits are minimal hard work with minimal appreciation leadership is mediocre",Stay Away,-0.0,0.567,0.233,0.2,Positive,0.0,-0.3319444444444445,0.7902777777777779,161,Positive
438,438,18,Dynamometer Support Engineer / Logistics Engineer,2017-07-18,Former Employee,"Auburn Hills, MI",hugh building depending on what type of job you might get you could spend alot of time walking from one meeting to another the building is huge so get ready to walk alot like a city inside a city lots of great people to interact with and share great ideas and experiences,Fca,0.9515,0.71,0.0,0.29,Positive,1.0,0.55,0.725,271,Positive
437,437,17,Production Operator,2017-07-18,Current Employee,"Trenton, MI",the hardest part about working for fca is the crazy hours the jobs are easy they can be physically demanding doing repetitive jobs over and over again for ten hours,Hard working physical job,-0.34,0.739,0.179,0.082,Positive,-1.0,-0.08333333333333333,0.42523809523809525,164,Positive
436,436,16,Technical Training Developer Instructor,2017-07-18,Current Employee,"Auburn Hills, MI","i set up and administer technical training to dealership technicians and technical call center agents order training material, gather tools and special equipment to conduct classes",Training Instructor,0.4019,0.899,0.0,0.101,Positive,1.0,0.06428571428571428,0.21785714285714286,180,Positive
434,434,14,Regional Customer Relations Supervisor,2017-07-19,Former Employee,"Irvine, CA",good starting point in a career and for those willing to relocate in order to advance provided cross training to ensure you are ready to move into the next position,Great place to start,0.7906,0.765,0.0,0.235,Positive,1.0,0.19166666666666665,0.325,164,Positive
435,435,15,Supplier Capacity Specialist,2017-07-19,Former Employee,"Auburn Hills, MI",cut throat culture with a lot of room for improvement in terms of evaluating and promoting they tend to use their evaluation process to drive people out of the company rather than actually improving talent,Cut throat culture with a lot of room for improvement in terms of evaluating and promoting,0.8402,0.687,0.05,0.263,Positive,1.0,0.0,0.1,205,Neutral
433,433,13,Production Operator,2017-07-20,Former Employee,"Warren, MI",the hardest part of the job is the conditioning of your body if working on the line as an assembly worker the work pace can be over whelming in the beginning but as you continue to work it does become easier,The Hardest Part of the Job,0.5719,0.915,0.0,0.085,Positive,1.0,0.0,0.0,207,Positive
431,431,11,General Sales Manager,2017-07-20,Former Employee,Rick Case Fiat Alfa Romeo & Maserati,a typical day at work is challengin and fun i learned to succeed working for a non-traditional brand part of my manager role was to build a winning team working to be # nationwide representing the fiat brand,Great place to work,0.872,0.752,0.0,0.248,Positive,1.0,0.2111111111111111,0.48333333333333334,207,Positive
432,432,12,Lead,2017-07-20,Current Employee,"Auburn Hills, MI","it's a huge organization if you put yourself out there and connect with management, opportunities are available it can be hard to stand out, but very easy to blend in if you don't consider coasting a negative thing",All about who you know,0.8894,0.706,0.027,0.267,Positive,1.0,0.15433333333333335,0.6483333333333333,214,Positive
430,430,10,Machinist,2017-07-22,Former Employee,"Kokomo, IN","my time with chrysler was very rewarding , with great benefits , good pay, and a generous vacation plan, with plenty of overtime over the years to rely on",a great place to retire from,0.9473,0.523,0.037,0.441,Positive,1.0,0.7166666666666668,0.7833333333333333,154,Positive
429,429,9,Calibration dataset manager for Diesel project,2017-07-23,Current Employee,"Michigan, America","great to work on fiat chrysler project, there are lots of technical learning and good carrier growth, manager's are good and great work life balance i enjoyed worked with chrysler",Great working with FIAT chrysler,0.9633,0.536,0.0,0.464,Positive,1.0,0.5833333333333334,0.5833333333333334,179,Positive
427,427,7,"Maintenance Planner, CMM administrator",2017-07-24,Current Employee,"Detroit, MI","you start the day behind schedule management is driven to make the product development work and prove the processes daily, with the new world class manufacturing initiatives finding, correcting and establishing countermeasures is practiced in a routine fashionthe hardest part of the job is not admiring the last days work to go on to the next issue the most enjoyable part is seeing the real life relevance of the world classmanufacturinng methodologies work",Hard driving quick paced Company with a defined product line,0.2521,0.929,0.029,0.042,Positive,1.0,0.11704545454545454,0.32765151515151514,459,Positive
428,428,8,Executive Administrative Assistant,2017-07-24,Former Employee,"Auburn Hills, MI","great company to work for had an amazing boss and loved my job and the people that i worked for and with felt very appreciated, never felt stressed at work",Great company to work for,0.9547,0.579,0.0,0.421,Positive,1.0,0.5900000000000001,0.645,155,Positive
425,425,5,Supervisor,2017-07-25,Current Employee,"Belvidere, IL","priorities constantly changing - lack of clear direction many opportunities to improve cultural deficiencies, but upper management lacks desire to do so",Disorganized Leadership,0.7543,0.598,0.062,0.34,Positive,1.0,0.13999999999999999,0.2633333333333333,152,Positive
426,426,6,"Machine Operator, fork truck driver",2017-07-25,Former Employee,Indiana,i really liked working at chrysler it was my first factory job so i really did'nt know what to expect i was so grateful to have benefits and a decent paying job i adapted to the factory work very well it was a very pleasant place to work management and co-workers were kind and easy to work with,"Good place to work,just did not last long enough",0.9676,0.673,0.0,0.327,Positive,1.0,0.42541666666666667,0.6291666666666667,295,Positive
423,423,3,Executive Administrative Assistant/Data Analyst,2017-07-27,Former Employee,"Auburn Hills, MI",perform a wide range of administrative and office support activities for the department and/or managers and supervisors to facilitate the efficient operation of the organization,Review,0.6705,0.8,0.0,0.2,Positive,1.0,-0.1,0.4,177,Positive
424,424,4,UAW,2017-07-27,Former Employee,"Sterling Heights, MI","manufacturing is its own environment, so if you can deal with many different attitudes and people and supervisors who are instructed to watch you like a hawk this is the job for you",Fast paced,0.3612,0.925,0.0,0.075,Positive,1.0,0.3666666666666667,0.7000000000000001,181,Positive
422,422,2,Fuel System and ECU Resident Engineer,2017-07-28,Former Employee,"Detroit, MI","number world rated automotive company at the biggest building in the world in detroit mi, involved with the design and manufacture of chrysler (gm & ford) vehicles in a dedicated ""city",Great experience,0.5106,0.863,0.0,0.137,Positive,1.0,0.0,0.0,184,Positive
421,421,1,Component Capacity Analyst,2017-07-30,Current Employee,"Auburn Hills, MI",management is terrible to work with there is no perks for working for a company doesn't support in ways that they say they will would not recommend this company to anyone,not the best,-0.8257,0.729,0.271,0.0,Neutral,-1.0,-1.0,1.0,170,Positive
419,419,20,Detailer,2017-07-31,Former Employee,"Bakersfield, CA",the job at chrysler was was easy and relaxed there really was nothing to it a young person would have a good time and it's good for someone that is new to the game of working i recommend this job to young guys,Relax and slow,0.9246,0.709,0.0,0.291,Positive,1.0,0.24621212121212116,0.4859848484848485,209,Positive
418,418,19,Lead Business Analyst / IT Project coordinator,2017-07-31,Current Employee,"Rochester Hills, MI",great place to work and great professional growth and advancement opportunities i moved from ba to project coordinator and was also given the opportunity to lead a team of people as well as mentor them,Great place to work,0.9538,0.596,0.0,0.404,Positive,1.0,0.5666666666666668,0.5333333333333333,201,Positive
416,416,17,Assembler,2017-08-01,Former Employee,"Newark, DE",working on a assembly line was fun at times and your body would be sore for weeks when you first start getting overtime and weekly pay made it worthwhile,Making Automobiles good again.,0.4215,0.714,0.116,0.17,Positive,1.0,0.35000000000000003,0.3444444444444444,153,Negative
417,417,18,Maintenance Supervisor,2017-08-01,Former Employee,"Sterling Heights, MI","manage an -person team directly accountable for diagnosing, troubleshooting, repairing, and maintaining $ million worth of high-performance, state-of-the-art assembly line equipment that produce more than , cars per day supervise maintenance team in charge of installing new equipment and upgrading existing handling equipment’sdemanding position focuses on strategic equipment maintenance, preventative maintenance programs, equipment installations and commissioning, continuous process improvements, quality assurance, team leadership, lean manufacturing training and practices, total maintenance systems practices, project management, and production support",Good working place,0.8402,0.864,0.0,0.136,Positive,1.0,0.20727272727272728,0.4409090909090909,660,Positive
